,Driver_ID,Age,Gender,City,Education_Level,Income,Date_of_joining,Last_Working_Date,Joining_Designation,Grade,Total_Business_Value,Quarterly_Rating,Tenure,Join_Month,Leave_Month,Has_left,Monthly_Income_Increase,Quarterly_Rating_Increase
552,640,27.0,Female,C8,1,105931,2019-12-07,2020-07-25,3,3,1510890,1,231.0,2019-12,2020-07,Left,0,0
553,642,35.0,Male,C11,0,86516,2020-07-31,,3,3,240920,1,,2020-07,,Active,0,0
554,643,35.0,Male,C26,1,63632,2020-07-10,,2,2,1015390,1,,2020-07,,Active,0,0
555,644,29.0,Male,C6,2,34741,2020-04-25,,1,1,3695100,3,,2020-04,,Active,0,1
556,645,28.0,Female,C8,2,110445,2019-03-30,2019-08-01,2,4,960000,1,124.0,2019-03,2019-08,Left,0,0
557,646,34.0,Male,C11,1,71776,2020-10-12,,3,3,301150,1,,2020-10,,Active,0,0
558,647,34.0,Female,C10,2,57888,2019-08-01,2019-09-15,1,1,0,1,45.0,2019-08,2019-09,Left,0,0
559,648,28.0,Female,C3,0,18928,2020-07-24,,1,1,942840,2,,2020-07,,Active,0,1
560,649,33.0,Male,C14,1,35584,2019-06-01,2019-09-09,1,1,0,1,100.0,2019-06,2019-09,Left,0,0
561,650,33.0,Female,C16,1,42953,2020-11-14,,2,2,0,1,,2020-11,,Active,0,0
562,651,34.0,Female,C12,1,41298,2019-12-05,2020-07-24,3,3,3210720,1,232.0,2019-12,2020-07,Left,0,0
563,652,34.0,Male,C20,1,112322,2018-11-05,2019-07-18,4,4,0,1,255.0,2018-11,2019-07,Left,0,0
564,653,44.0,Female,C1,0,64702,2018-09-12,2019-03-30,2,2,106510,1,199.0,2018-09,2019-03,Left,0,0
565,654,22.0,Male,C4,0,36116,2020-10-10,2020-11-22,2,2,0,1,43.0,2020-10,2020-11,Left,0,0
566,655,35.0,Male,C13,0,40926,2019-01-05,2019-05-03,2,2,429430,1,118.0,2019-01,2019-05,Left,0,0
567,658,30.0,Female,C6,1,105966,2020-04-13,,3,3,4689800,2,,2020-04,,Active,0,0
568,659,32.0,Female,C13,2,54903,2020-06-05,2020-07-29,3,3,0,1,54.0,2020-06,2020-07,Left,0,0
569,660,24.0,Female,C7,0,15327,2020-01-25,2020-02-06,1,1,0,1,12.0,2020-01,2020-02,Left,0,0
570,662,37.0,Male,C29,1,76548,2016-10-17,,1,2,16118660,3,,2016-10,,Active,0,1
571,663,27.0,Male,C21,1,97203,2020-07-04,2020-10-02,3,3,0,1,90.0,2020-07,2020-10,Left,0,0
572,664,33.0,Male,C19,2,40041,2020-12-11,,1,1,186080,2,,2020-12,,Active,0,0
573,667,31.0,Male,C8,2,78143,2018-09-09,2019-05-31,2,2,4173650,1,264.0,2018-09,2019-05,Left,0,0
574,668,29.0,Female,C3,1,45969,2019-11-28,2020-09-21,2,2,4618180,2,298.0,2019-11,2020-09,Left,0,1
575,671,33.0,Male,C11,2,42368,2019-11-01,2020-02-11,3,3,100680,1,102.0,2019-11,2020-02,Left,0,0
576,672,30.0,Male,C18,2,77011,2020-08-29,2020-12-28,2,2,532480,1,121.0,2020-08,2020-12,Left,0,0
577,673,36.0,Female,C12,1,36967,2020-07-10,,2,2,0,1,,2020-07,,Active,0,0
578,674,34.0,Female,C14,1,38546,2019-09-14,2020-02-02,1,1,200000,1,141.0,2019-09,2020-02,Left,0,0
579,677,48.0,Female,C29,1,71072,2015-05-21,2019-05-04,2,3,1555490,1,1444.0,2015-05,2019-05,Left,0,0
580,678,35.0,Male,C14,2,31411,2020-08-23,,1,1,1403820,3,,2020-08,,Active,0,1
581,680,37.0,Female,C3,2,127380,2014-07-28,2019-09-22,2,4,5474330,1,1882.0,2014-07,2019-09,Left,0,0
582,681,29.0,Male,C23,0,51840,2020-08-29,,2,2,2457760,3,,2020-08,,Active,0,1
583,682,30.0,Male,C14,1,40008,2019-07-19,,1,1,6583320,3,,2019-07,,Active,0,1
584,683,41.0,Female,C17,2,55762,2018-10-06,2019-05-09,1,1,1617190,1,215.0,2018-10,2019-05,Left,0,0
585,684,23.0,Female,C20,0,30083,2020-06-30,2020-10-27,1,1,1500340,1,119.0,2020-06,2020-10,Left,0,0
586,686,28.0,Female,C1,2,62909,2019-11-02,2020-04-27,2,2,860000,1,177.0,2019-11,2020-04,Left,0,0
587,687,32.0,Male,C18,0,13037,2019-10-04,2019-11-30,1,1,0,1,57.0,2019-10,2019-11,Left,0,0
588,688,46.0,Female,C14,1,22931,2018-06-16,2019-09-22,1,2,2576870,1,463.0,2018-06,2019-09,Left,0,0
589,689,28.0,Female,C10,1,17186,2018-10-14,2018-12-31,1,1,0,1,78.0,2018-10,2018-12,Left,0,0
590,690,45.0,Female,C14,0,49509,2018-12-10,2019-05-17,2,2,580610,1,158.0,2018-12,2019-05,Left,0,0
591,691,30.0,Female,C7,0,59241,2020-06-28,2020-07-29,2,2,0,1,31.0,2020-06,2020-07,Left,0,0
592,692,32.0,Male,C23,1,31831,2017-12-18,2019-03-19,1,1,420720,1,456.0,2017-12,2019-03,Left,0,0
593,693,47.0,Male,C14,2,123729,2015-07-26,,2,4,34707890,2,,2015-07,,Active,0,0
594,694,32.0,Female,C16,2,82632,2019-07-29,2019-11-21,3,3,999000,2,115.0,2019-07,2019-11,Left,0,1
595,695,27.0,Male,C17,2,57667,2020-08-03,2020-12-04,1,1,308510,1,123.0,2020-08,2020-12,Left,0,0
596,696,27.0,Female,C10,0,79461,2020-03-16,2020-07-17,3,3,0,1,123.0,2020-03,2020-07,Left,0,0
597,697,43.0,Male,C25,1,118215,2019-07-14,,4,4,39090190,2,,2019-07,,Active,0,1
598,698,33.0,Male,C1,2,76536,2020-05-01,,3,3,5950210,2,,2020-05,,Active,0,0
599,700,29.0,Female,C10,1,31052,2017-12-26,2019-09-22,1,1,3208020,2,635.0,2017-12,2019-09,Left,0,0
600,701,44.0,Female,C3,2,85450,2019-01-12,2020-10-18,2,2,22269520,2,645.0,2019-01,2020-10,Left,0,0
601,702,38.0,Female,C20,0,113807,2019-06-30,2019-12-21,3,3,0,1,174.0,2019-06,2019-12,Left,0,0
602,703,29.0,Male,C11,2,103494,2016-04-25,2019-11-15,1,3,13697710,1,1299.0,2016-04,2019-11,Left,0,0
603,704,29.0,Male,C8,1,62931,2018-05-25,,1,2,13234050,3,,2018-05,,Active,0,1
604,705,40.0,Male,C20,2,130781,2019-10-03,2020-01-13,3,3,0,1,102.0,2019-10,2020-01,Left,0,0
605,706,35.0,Male,C27,0,70677,2020-07-06,2020-09-04,3,3,0,1,60.0,2020-07,2020-09,Left,0,0
606,707,31.0,Female,C4,2,58323,2018-05-21,2019-04-13,1,1,1473770,1,327.0,2018-05,2019-04,Left,0,0
607,708,39.0,Female,C19,0,97116,2019-11-21,2020-03-23,3,3,517690,1,123.0,2019-11,2020-03,Left,0,0
608,709,31.0,Male,C13,1,135436,2018-08-04,2019-06-27,5,5,0,1,327.0,2018-08,2019-06,Left,0,0
609,710,32.0,Male,C18,2,110299,2020-02-06,,3,3,7091010,4,,2020-02,,Active,0,1
610,711,29.0,Male,C18,0,31182,2020-12-28,,1,1,0,1,,2020-12,,Active,0,0
611,712,34.0,Male,C5,1,83615,2020-08-21,,3,3,1742320,3,,2020-08,,Active,0,1
612,713,29.0,Male,C12,0,69388,2018-01-30,,1,2,36389370,4,,2018-01,,Active,0,0
613,714,35.0,Male,C13,2,81352,2019-11-08,2020-10-12,3,3,3050100,1,339.0,2019-11,2020-10,Left,0,0
614,715,41.0,Male,C4,1,34780,2020-12-19,,2,2,0,1,,2020-12,,Active,0,0
615,716,44.0,Male,C1,1,63352,2017-11-10,,1,3,34913070,3,,2017-11,,Active,1,1
616,718,34.668434595389385,Male,C15,2,67490,2016-04-26,,1,3,23542730,4,,2016-04,,Active,0,1
617,721,34.0,Male,C19,2,101880,2020-05-29,,3,3,5003700,3,,2020-05,,Active,0,1
618,722,37.0,Male,C9,1,37839,2018-11-13,2019-05-07,2,2,1724200,1,175.0,2018-11,2019-05,Left,0,0
619,723,33.0,Male,C17,1,42243,2018-07-27,,1,1,11318750,1,,2018-07,,Active,0,0
620,724,32.0,Female,C1,2,36430,2020-09-13,2020-12-04,2,2,0,1,82.0,2020-09,2020-12,Left,0,0
621,725,29.0,Male,C20,0,19456,2020-08-07,2020-12-08,1,1,211440,1,123.0,2020-08,2020-12,Left,0,0
622,726,30.0,Female,C18,1,51497,2017-01-09,2019-09-21,1,1,2330430,1,985.0,2017-01,2019-09,Left,0,0
623,727,39.0,Male,C22,2,44720,2019-05-21,2019-12-21,2,2,1296780,2,214.0,2019-05,2019-12,Left,0,1
624,729,33.0,Male,C28,0,40531,2020-09-04,2020-10-31,2,2,0,1,57.0,2020-09,2020-10,Left,0,0
625,731,35.0,Female,C2,0,19290,2018-09-22,2019-03-03,1,1,228920,1,162.0,2018-09,2019-03,Left,0,0
626,733,23.0,Female,C6,0,13937,2020-12-14,,1,1,0,1,,2020-12,,Active,0,0
627,734,35.0,Female,C22,2,88414,2019-10-24,,3,3,5958340,1,,2019-10,,Active,0,0
628,735,38.0,Female,C12,1,110490,2019-08-08,2020-01-10,4,4,1450000,1,155.0,2019-08,2020-01,Left,0,0
629,736,27.0,Female,C15,2,81944,2018-10-03,2019-05-07,1,1,665120,1,216.0,2018-10,2019-05,Left,0,0
630,737,40.0,Male,C19,0,24752,2020-08-09,,3,3,388710,1,,2020-08,,Active,0,0
631,738,26.0,Male,C8,1,41980,2020-05-05,2020-06-13,2,2,0,1,39.0,2020-05,2020-06,Left,0,0
632,739,30.0,Female,C20,0,108768,2017-06-19,2019-05-09,1,3,382150,2,689.0,2017-06,2019-05,Left,0,1
633,740,37.0,Male,C3,1,46131,2020-06-12,,1,1,1187640,2,,2020-06,,Active,0,1
634,742,34.0,Male,C13,1,84637,2020-09-06,2020-12-01,3,3,0,1,86.0,2020-09,2020-12,Left,0,0
635,743,36.0,Male,C10,0,73273,2020-01-03,,2,2,0,1,,2020-01,,Active,0,0
636,744,27.0,Male,C20,2,43322,2018-01-21,2019-07-29,1,1,1520540,1,554.0,2018-01,2019-07,Left,0,0
637,745,30.0,Male,C11,2,62042,2019-10-24,2019-11-05,2,2,0,1,12.0,2019-10,2019-11,Left,0,0
638,747,32.0,Female,C17,1,58943,2016-11-25,2019-11-30,1,2,6576490,2,1100.0,2016-11,2019-11,Left,0,0
639,748,31.0,Female,C20,0,50210,2020-11-28,,3,3,0,1,,2020-11,,Active,0,0
640,751,27.0,Male,C22,0,105510,2020-11-15,,3,3,0,1,,2020-11,,Active,0,0
641,752,43.0,Male,C23,2,56243,2020-05-03,,2,2,2041340,2,,2020-05,,Active,0,1
642,753,35.0,Male,C16,1,59656,2017-10-16,,2,2,23441990,4,,2017-10,,Active,0,0
643,754,29.0,Male,C29,0,44820,2020-10-18,,2,2,0,1,,2020-10,,Active,0,0
644,755,36.0,Male,C8,1,25894,2019-12-30,,3,3,0,1,,2019-12,,Active,0,0
645,756,29.0,Female,C4,1,57476,2019-05-26,2019-08-30,3,3,488410,1,96.0,2019-05,2019-08,Left,0,0
646,757,35.0,Male,C27,0,63181,2017-07-11,2019-09-22,1,3,4220370,1,803.0,2017-07,2019-09,Left,0,0
647,758,34.0,Male,C15,1,54288,2019-08-31,2020-07-29,2,2,3721270,1,333.0,2019-08,2020-07,Left,0,0
648,759,42.0,Male,C26,1,87182,2019-12-08,2020-04-07,3,3,0,1,121.0,2019-12,2020-04,Left,0,0
649,761,23.0,Male,C10,2,69449,2020-06-12,2020-07-03,2,2,0,1,21.0,2020-06,2020-07,Left,0,0
650,762,35.0,Male,C27,2,35024,2016-04-26,,1,2,8862230,2,,2016-04,,Active,0,0
651,763,32.0,Male,C5,2,22913,2020-11-21,,1,1,0,1,,2020-11,,Active,0,0
652,764,37.0,Female,C26,1,18285,2018-11-30,2019-03-12,1,1,386590,1,102.0,2018-11,2019-03,Left,0,0
653,765,47.0,Female,C8,1,123216,2016-11-28,,1,4,34007130,2,,2016-11,,Active,0,0
654,766,31.0,Female,C8,1,28308,2019-07-29,,1,1,8598800,3,,2019-07,,Active,0,1
655,767,39.0,Female,C2,0,85693,2017-05-23,2019-10-31,1,3,3880190,1,891.0,2017-05,2019-10,Left,0,0
656,768,24.0,Female,C26,1,87853,2020-04-25,2020-12-13,1,1,8595450,2,232.0,2020-04,2020-12,Left,0,0
657,769,36.0,Male,C11,1,107149,2020-11-01,,3,3,0,1,,2020-11,,Active,0,0
658,770,26.0,Male,C26,0,18544,2019-07-05,,2,2,1750310,1,,2019-07,,Active,0,0
659,771,36.0,Male,C5,1,45071,2020-07-11,2020-07-29,2,2,0,1,18.0,2020-07,2020-07,Left,0,0
660,772,30.0,Male,C29,2,75986,2019-07-08,,3,3,17467630,4,,2019-07,,Active,0,1
661,773,30.0,Male,C29,0,51600,2019-10-28,2020-02-01,2,2,0,1,96.0,2019-10,2020-02,Left,0,0
662,776,37.0,Female,C8,1,63587,2020-06-09,2020-12-01,2,2,1818860,2,175.0,2020-06,2020-12,Left,0,1
663,777,30.0,Female,C22,2,70816,2019-11-28,2020-07-24,2,2,1445280,1,239.0,2019-11,2020-07,Left,0,0
664,778,34.668434595389385,Male,C9,1,38990,2019-06-13,2020-07-12,2,2,1923530,1,395.0,2019-06,2020-07,Left,0,0
665,779,35.0,Female,C23,2,23182,2020-04-05,2020-06-24,1,1,0,1,80.0,2020-04,2020-06,Left,0,0
666,781,41.0,Female,C23,2,82503,2019-12-21,2020-07-29,3,3,712590,1,221.0,2019-12,2020-07,Left,0,0
667,782,36.0,Female,C29,1,42314,2020-06-14,,2,2,3360700,3,,2020-06,,Active,0,1
668,783,49.0,Male,C3,2,76195,2015-12-10,2020-02-23,1,2,6521890,1,1536.0,2015-12,2020-02,Left,0,0
669,784,41.0,Male,C17,2,100303,2020-04-06,2020-05-05,3,3,0,1,29.0,2020-04,2020-05,Left,0,0
670,785,31.0,Male,C26,1,54209,2020-07-17,,2,2,2431500,2,,2020-07,,Active,0,0
671,787,35.0,Male,C26,1,75467,2019-08-30,2020-10-25,3,3,2007550,1,422.0,2019-08,2020-10,Left,0,0
672,789,40.0,Female,C22,0,72265,2018-11-27,,2,3,36806180,4,,2018-11,,Active,1,1
673,790,31.0,Male,C12,1,40253,2018-11-11,2020-05-19,2,2,5522460,1,555.0,2018-11,2020-05,Left,0,0
674,791,36.0,Female,C4,0,84961,2015-10-15,,2,3,38028190,4,,2015-10,,Active,0,1
675,792,32.0,Female,C19,2,48639,2019-12-10,2020-02-17,2,2,0,1,69.0,2019-12,2020-02,Left,0,0
676,793,26.0,Male,C7,2,92670,2020-10-30,,3,3,127800,1,,2020-10,,Active,0,0
677,794,33.0,Male,C21,2,60252,2015-05-28,2019-07-14,2,2,4315560,1,1508.0,2015-05,2019-07,Left,0,0
678,796,32.0,Male,C26,2,50434,2015-11-08,2019-09-28,2,2,5353970,1,1420.0,2015-11,2019-09,Left,0,0
679,797,33.0,Male,C24,2,29689,2018-08-10,2019-05-14,1,1,1193450,1,277.0,2018-08,2019-05,Left,0,0
680,798,37.0,Male,C27,0,34849,2018-08-29,2019-01-09,2,2,0,1,133.0,2018-08,2019-01,Left,0,0
681,799,34.0,Female,C21,1,30951,2019-12-06,2020-03-29,2,2,456480,1,114.0,2019-12,2020-03,Left,0,0
682,800,36.0,Male,C6,0,49614,2019-06-30,2020-01-10,2,2,618510,1,194.0,2019-06,2020-01,Left,0,0
683,801,39.0,Male,C29,1,62810,2020-08-21,,3,3,927300,2,,2020-08,,Active,0,1
684,802,29.0,Male,C20,2,63080,2020-12-12,,3,3,0,1,,2020-12,,Active,0,0
685,803,27.0,Male,C11,2,62232,2020-04-14,2020-07-29,1,1,0,1,106.0,2020-04,2020-07,Left,0,0
686,804,30.0,Male,C23,2,46600,2019-11-11,2020-09-01,2,2,4081830,1,295.0,2019-11,2020-09,Left,0,0
687,805,24.0,Male,C16,1,17676,2019-01-13,2019-06-28,1,1,1542500,1,166.0,2019-01,2019-06,Left,0,0
688,806,40.0,Female,C8,0,78647,2020-06-02,,3,3,2567880,1,,2020-06,,Active,0,0
689,807,32.0,Female,C25,1,81547,2020-10-11,2020-12-18,3,3,0,1,68.0,2020-10,2020-12,Left,0,0
690,808,33.0,Male,C15,1,49914,2020-05-15,2020-09-13,3,3,0,1,121.0,2020-05,2020-09,Left,0,0
691,810,25.0,Male,C17,1,45531,2020-12-04,,2,2,153540,1,,2020-12,,Active,0,0
692,811,30.0,Male,C26,2,66017,2019-10-31,2020-03-08,2,2,1005120,1,129.0,2019-10,2020-03,Left,0,0
693,812,31.0,Male,C15,2,42395,2018-10-05,2019-01-30,1,1,0,1,117.0,2018-10,2019-01,Left,0,0
694,813,33.0,Female,C27,0,31787,2020-03-02,2020-04-07,2,2,0,1,36.0,2020-03,2020-04,Left,0,0
695,814,30.0,Male,C16,2,56133,2020-11-16,,1,1,0,1,,2020-11,,Active,0,0
696,816,41.0,Male,C8,2,55115,2020-12-12,,2,2,0,1,,2020-12,,Active,0,0
697,818,32.0,Female,C22,2,26850,2019-08-08,2020-02-03,2,2,820140,1,179.0,2019-08,2020-02,Left,0,0
698,819,41.0,Male,C15,1,114358,2013-11-01,,2,4,34495110,2,,2013-11,,Active,0,0
699,820,39.0,Male,C14,2,59166,2018-05-23,2020-05-16,1,1,9000520,1,724.0,2018-05,2020-05,Left,0,0
700,821,29.0,Female,C12,2,113120,2015-08-16,2019-08-26,1,3,3435990,1,1471.0,2015-08,2019-08,Left,0,0
701,822,31.0,Female,C23,0,42601,2019-07-20,2019-10-03,1,1,0,1,75.0,2019-07,2019-10,Left,0,0
702,824,40.0,Female,C9,0,32446,2020-12-14,,1,1,0,1,,2020-12,,Active,0,0
703,825,36.0,Female,C6,2,64187,2020-12-11,,3,3,0,1,,2020-12,,Active,0,0
704,826,28.0,Male,C24,0,70740,2018-05-09,2019-07-12,1,2,931110,1,429.0,2018-05,2019-07,Left,0,0
705,827,33.0,Male,C28,2,67113,2019-12-13,2020-03-16,2,2,388440,1,94.0,2019-12,2020-03,Left,0,0
706,828,34.0,Male,C21,0,63298,2020-01-02,,3,3,4702900,2,,2020-01,,Active,0,1
707,829,38.0,Female,C15,0,55313,2019-06-09,2019-10-04,3,3,523440,1,117.0,2019-06,2019-10,Left,0,0
708,830,27.0,Male,C3,2,80746,2018-07-20,2019-09-14,1,2,2966980,1,421.0,2018-07,2019-09,Left,0,0
709,831,32.0,Male,C2,2,42588,2019-07-21,2019-12-10,1,1,543220,2,142.0,2019-07,2019-12,Left,0,1
710,832,42.0,Female,C16,0,58747,2018-06-03,,1,1,15440080,4,,2018-06,,Active,0,0
711,834,36.0,Male,C20,1,83969,2020-12-07,,3,3,0,1,,2020-12,,Active,0,0
712,835,29.0,Male,C26,1,66179,2019-12-12,,2,2,5377060,1,,2019-12,,Active,0,0
713,836,41.0,Male,C29,0,63636,2018-01-30,2019-05-18,2,2,2452190,1,473.0,2018-01,2019-05,Left,0,0
714,838,41.0,Female,C11,2,52632,2018-10-03,2019-02-10,1,1,101070,1,130.0,2018-10,2019-02,Left,0,0
715,839,47.0,Male,C16,0,53383,2019-08-08,2020-01-02,2,2,485450,1,147.0,2019-08,2020-01,Left,0,0
716,840,40.0,Female,C8,0,88813,2014-07-11,,1,4,17134040,2,,2014-07,,Active,0,1
717,841,33.0,Female,C20,1,58199,2020-08-09,2020-11-07,2,2,0,1,90.0,2020-08,2020-11,Left,0,0
718,842,37.0,Male,C18,1,121419,2015-07-26,2020-02-22,1,4,28562340,2,1672.0,2015-07,2020-02,Left,0,0
719,843,30.0,Female,C15,1,56035,2018-02-20,2020-07-04,1,2,13627070,1,865.0,2018-02,2020-07,Left,0,0
720,844,31.0,Male,C26,0,21212,2019-08-15,2019-12-05,1,1,150160,1,112.0,2019-08,2019-12,Left,0,0
721,845,46.0,Male,C28,1,22019,2020-05-30,2020-12-11,2,2,1453360,2,195.0,2020-05,2020-12,Left,0,1
722,847,30.0,Male,C12,1,40409,2019-09-26,2020-03-13,2,2,0,1,169.0,2019-09,2020-03,Left,0,0
723,848,28.0,Female,C28,1,45871,2020-02-11,,2,2,3791340,1,,2020-02,,Active,0,0
724,849,33.0,Female,C20,1,77903,2020-07-10,2020-11-10,3,3,1835070,3,123.0,2020-07,2020-11,Left,0,1
725,850,36.0,Male,C1,2,113038,2015-06-21,2020-06-02,2,4,6883410,1,1808.0,2015-06,2020-06,Left,0,0
726,851,34.0,Male,C13,1,39131,2018-11-30,2019-02-05,1,1,101850,1,67.0,2018-11,2019-02,Left,0,0
727,852,23.0,Male,C21,1,70731,2020-04-04,2020-06-12,2,2,0,1,69.0,2020-04,2020-06,Left,0,0
728,853,33.0,Female,C13,0,29584,2020-08-15,2020-12-04,2,2,0,1,111.0,2020-08,2020-12,Left,0,0
729,855,35.0,Male,C17,0,83524,2020-05-09,2020-07-29,2,2,0,1,81.0,2020-05,2020-07,Left,0,0
730,856,37.0,Female,C22,0,87661,2016-04-26,2020-01-20,1,3,8687010,1,1364.0,2016-04,2020-01,Left,0,0
731,858,37.0,Male,C21,1,75541,2020-05-17,2020-10-11,2,2,504150,1,147.0,2020-05,2020-10,Left,0,0
732,859,23.0,Male,C17,2,26151,2019-01-05,2019-05-25,1,1,1121790,1,140.0,2019-01,2019-05,Left,0,0
733,860,38.0,Male,C20,0,45269,2018-07-03,2019-02-25,1,1,378640,1,237.0,2018-07,2019-02,Left,0,0
734,863,32.0,Female,C29,2,40295,2019-08-24,2019-12-30,1,1,126010,1,128.0,2019-08,2019-12,Left,0,0
735,864,36.0,Female,C27,1,91602,2019-06-20,2019-08-31,2,4,0,1,72.0,2019-06,2019-08,Left,0,0
736,865,30.0,Female,C10,2,122941,2020-06-07,,3,3,3150620,2,,2020-06,,Active,0,1
737,866,47.0,Male,C2,0,29151,2019-02-09,2019-07-27,1,1,763920,1,168.0,2019-02,2019-07,Left,0,0
738,867,30.0,Female,C1,0,35803,2020-09-28,,2,2,3357550,4,,2020-09,,Active,0,0
739,868,24.0,Female,C28,0,34497,2018-12-07,2019-04-13,2,2,-645150,1,127.0,2018-12,2019-04,Left,0,0
740,869,37.0,Male,C8,0,28575,2018-12-08,2019-06-29,1,1,487460,1,203.0,2018-12,2019-06,Left,0,0
741,870,37.0,Female,C29,1,93000,2015-07-23,,1,3,15298690,3,,2015-07,,Active,0,1
742,871,37.0,Female,C27,0,52753,2020-01-20,2020-03-30,2,2,0,1,70.0,2020-01,2020-03,Left,0,0
743,872,32.0,Male,C28,2,19791,2018-10-16,2019-01-01,1,1,0,1,77.0,2018-10,2019-01,Left,0,0
744,873,33.0,Female,C28,2,134302,2019-03-23,2020-07-29,1,4,32819830,3,494.0,2019-03,2020-07,Left,0,1
745,874,37.0,Male,C24,0,75133,2020-04-14,2020-07-14,3,3,0,1,91.0,2020-04,2020-07,Left,0,0
746,875,36.0,Female,C4,1,93822,2020-08-14,,3,3,0,1,,2020-08,,Active,0,0
747,876,22.0,Female,C25,0,39442,2018-07-07,2019-08-08,1,2,2778590,1,397.0,2018-07,2019-08,Left,0,0
748,877,32.0,Male,C21,0,94770,2018-08-08,2019-01-13,2,2,0,1,158.0,2018-08,2019-01,Left,0,0
749,879,38.0,Male,C8,0,55443,2018-07-03,2019-06-30,1,2,2586520,1,362.0,2018-07,2019-06,Left,0,0
750,881,32.0,Male,C16,0,61069,2018-06-04,2019-03-28,2,2,1903080,2,297.0,2018-06,2019-03,Left,0,0
751,882,31.0,Male,C13,0,94945,2013-10-12,2020-09-20,2,4,1353210,1,2535.0,2013-10,2020-09,Left,0,0
752,883,32.0,Male,C27,0,50863,2018-10-19,2019-02-09,1,1,100240,1,113.0,2018-10,2019-02,Left,0,0
753,885,39.0,Female,C21,2,44241,2020-10-09,,2,2,251150,1,,2020-10,,Active,0,0
754,886,36.0,Female,C2,2,31954,2018-09-23,2019-02-01,1,1,0,1,131.0,2018-09,2019-02,Left,0,0
755,887,25.0,Male,C14,1,23745,2019-11-05,2020-10-30,1,1,3201180,1,360.0,2019-11,2020-10,Left,0,0
756,888,31.0,Male,C1,1,57266,2018-06-16,,1,2,20976830,4,,2018-06,,Active,1,0
757,889,32.0,Male,C28,1,47988,2020-06-28,,3,3,1100030,1,,2020-06,,Active,0,0
758,890,34.0,Female,C5,0,43463,2017-07-08,2020-07-29,1,1,5995150,3,1117.0,2017-07,2020-07,Left,0,1
759,892,35.0,Female,C3,0,51725,2017-09-10,2019-12-13,2,2,6967160,3,824.0,2017-09,2019-12,Left,0,0
760,893,50.0,Female,C10,0,73308,2016-05-27,,1,2,17369610,2,,2016-05,,Active,0,0
761,894,37.0,Male,C28,0,45342,2019-01-05,2019-03-12,3,3,0,1,66.0,2019-01,2019-03,Left,0,0
762,895,31.0,Male,C14,2,34868,2019-09-13,2020-03-02,1,1,271120,1,171.0,2019-09,2020-03,Left,0,0
763,896,32.0,Female,C18,2,22680,2018-08-21,2019-02-24,1,1,362330,1,187.0,2018-08,2019-02,Left,0,0
764,897,51.0,Male,C4,1,38502,2018-10-29,2019-03-29,1,1,4128080,1,151.0,2018-10,2019-03,Left,0,0
765,899,29.0,Male,C20,0,28565,2018-06-16,2019-03-15,1,1,307100,1,272.0,2018-06,2019-03,Left,0,0
766,901,34.668434595389385,Female,C8,1,41382,2018-11-07,2019-09-22,2,2,1355620,1,319.0,2018-11,2019-09,Left,0,0
767,902,28.0,Male,C28,1,55857,2020-09-04,,2,2,0,1,,2020-09,,Active,0,0
768,904,41.0,Female,C26,1,101179,2018-06-05,,3,3,17866060,1,,2018-06,,Active,0,0
769,905,31.0,Male,C1,0,43831,2020-07-31,2020-11-24,2,2,0,1,116.0,2020-07,2020-11,Left,0,0
770,906,36.0,Female,C18,1,108997,2019-08-30,,3,3,10697010,3,,2019-08,,Active,0,1
771,907,36.0,Female,C20,1,39104,2019-08-08,2019-11-09,1,1,0,1,93.0,2019-08,2019-11,Left,0,0
772,908,47.0,Male,C4,1,33883,2018-10-21,2020-10-10,1,2,10493340,2,720.0,2018-10,2020-10,Left,0,0
773,909,49.0,Male,C19,1,58807,2018-07-11,2019-03-17,2,2,740200,1,249.0,2018-07,2019-03,Left,0,0
774,910,36.0,Male,C2,2,44326,2018-09-21,2019-10-18,1,1,3821920,1,392.0,2018-09,2019-10,Left,0,0
775,912,38.0,Male,C8,0,65995,2019-12-14,2020-04-05,3,3,0,1,113.0,2019-12,2020-04,Left,0,0
776,913,30.0,Male,C26,1,72974,2020-12-15,,3,3,0,1,,2020-12,,Active,0,0
777,914,26.0,Female,C5,2,45234,2019-09-12,2019-12-15,1,1,0,1,94.0,2019-09,2019-12,Left,0,0
778,915,46.0,Male,C2,0,18512,2016-01-28,2019-08-10,1,1,2115160,2,1290.0,2016-01,2019-08,Left,0,0
779,916,25.0,Male,C15,0,30136,2019-09-01,2019-10-15,1,1,0,1,44.0,2019-09,2019-10,Left,0,0
780,917,25.0,Male,C22,2,60391,2019-05-30,2019-12-23,1,1,1066070,1,207.0,2019-05,2019-12,Left,0,0
781,918,25.0,Female,C4,2,20379,2020-08-30,2020-09-05,1,1,0,1,6.0,2020-08,2020-09,Left,0,0
782,919,28.0,Female,C13,2,39854,2020-08-07,2020-11-01,2,2,0,1,86.0,2020-08,2020-11,Left,0,0
783,920,30.0,Male,C1,0,46117,2019-10-14,,2,2,0,1,,2019-10,,Active,0,0
784,921,34.0,Female,C11,2,55630,2019-11-14,2020-01-16,2,2,0,1,63.0,2019-11,2020-01,Left,0,0
785,922,34.0,Female,C25,1,47484,2018-10-19,2019-03-05,1,1,303580,1,137.0,2018-10,2019-03,Left,0,0
786,923,31.0,Female,C29,2,70339,2020-01-02,2020-01-30,2,2,0,1,28.0,2020-01,2020-01,Left,0,0
